hshd_id,shabit,net_spend_amt,product
3625940483,Valuable,2.99,GREETING CARDS: HMK CARD BRTHDAY
3720293979,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY
3795110815,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY
3618324583,Valuable,3.99,GREETING CARDS: HMK CARD BRTHDAY
5003426241,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY
3633552987,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY
3772518563,Potential,3.99,GREETING CARDS: HMK CARD BRTHDAY
3763726725,Potential,3.99,GREETING CARDS: HMK CARD BRTHDAY
3791460213,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY
3597155385,Uncommitted,3.99,GREETING CARDS: HMK CARD BRTHDAY
3766103217,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY
3774879233,Valuable,3.99,GREETING CARDS: HMK CARD BRTHDAY
3769200151,Premium Loyal,4.99,GREETING CARDS: HMK CARD BRTHDAY
5396994081,Premium Loyal,5.95,GREETING CARDS: HMK CARD BRTHDAY
3528382543,Valuable,5.99,GREETING CARDS: HMK CARD BRTHDAY
3769200151,Premium Loyal,5.99,GREETING CARDS: HMK CARD BRTHDAY
4999556915,Potential,6.99,GREETING CARDS: HMK CARD BRTHDAY
8614328969,Premium Loyal,6.99,GREETING CARDS: HMK CARD BRTHDAY
6021161317,Premium Loyal,6.99,GREETING CARDS: HMK CARD BRTHDAY
3778802193,Valuable,7.99,GREETING CARDS: HMK CARD BRTHDAY
3799448379,Premium Loyal,2.99,GREETING CARDS: HMK CARD BRTHDAY
3799448379,Premium Loyal,2.99,GREETING CARDS: HMK CARD BRTHDAY
3649484287,Valuable,2.99,GREETING CARDS: HMK CARD BRTHDAY
3643214895,Premium Loyal,3.49,GREETING CARDS: HMK CARD BRTHDAY
3804317755,Premium Loyal,3.49,GREETING CARDS: HMK CARD BRTHDAY
3556528327,Premium Loyal,3.59,GREETING CARDS: HMK CARD BRTHDAY
3813729813,Premium Loyal,3.69,GREETING CARDS: HMK CARD BRTHDAY
3810401591,Potential,3.99,GREETING CARDS: HMK CARD BRTHDAY
3799240119,Uncommitted,3.99,GREETING CARDS: HMK CARD BRTHDAY
3797354373,Valuable,3.99,GREETING CARDS: HMK CARD BRTHDAY
3821845145,Potential,4.99,GREETING CARDS: HMK CARD BRTHDAY
8614266333,Potential,4.99,GREETING CARDS: HMK CARD BRTHDAY
3613264013,Uncommitted,4.99,GREETING CARDS: HMK CARD BRTHDAY
3609956937,Premium Loyal,4.99,GREETING CARDS: HMK CARD BRTHDAY
3816077177,Valuable,4.99,GREETING CARDS: HMK CARD BRTHDAY
3449553895,Premium Loyal,2,GREETING CARDS: HMK CARD BRTHDAY
3442564141,Premium Loyal,2,GREETING CARDS: HMK CARD BRTHDAY
3481972693,Uncommitted,3.99,GREETING CARDS: HMK CARD BRTHDAY
3479744189,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY
3478417051,Valuable,3.99,GREETING CARDS: HMK CARD BRTHDAY
3479479923,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY
3801401699,Valuable,4.99,GREETING CARDS: HMK CARD BRTHDAY
3764381029,Premium Loyal,4.99,GREETING CARDS: HMK CARD BRTHDAY
5003541513,Uncommitted,7.98,GREETING CARDS: HMK CARD BRTHDAY
3596923369,Uncommitted,4,GREETING CARDS: HMK CARD BRTHDAY
3621081839,Valuable,3.99,GREETING CARDS: HMK CARD BRTHDAY
3436338845,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY
3421682301,Valuable,6.99,GREETING CARDS: HMK CARD BRTHDAY
3774879233,Valuable,2.99,GREETING CARDS: HMK CARD EVRYDAY
3652529599,Premium Loyal,4.99,GREETING CARDS: HMK CARD EVRYDAY
3720293979,Premium Loyal,4.99,GREETING CARDS: HMK CARD EVRYDAY
3513020803,Valuable,5.99,GREETING CARDS: HMK CARD EVRYDAY
3537408213,Premium Loyal,5.95,GREETING CARDS: HMK CARD GENERAL
3774395605,Valuable,3.99,GREETING CARDS: HMK CARD SYMPTHY
3774395605,Valuable,3.99,GREETING CARDS: HMK CARD SYMPTHY
3553244825,Premium Loyal,4.99,GREETING CARDS: HMK CARD SYMPTHY
3814162901,Premium Loyal,1.99,GREETING CARDS: HMK CARD SYMPTHY
3802837621,Potential,3.99,GREETING CARDS: HMK CARD SYMPTHY
3817385581,Valuable,3.99,GREETING CARDS: HMK CARD SYMPTHY
3799448379,Premium Loyal,3.99,GREETING CARDS: HMK CARD SYMPTHY
3677252421,Valuable,2.99,GREETING CARDS: HMK CARD SYMPTHY
3816743575,Premium Loyal,3.99,GREETING CARDS: HMK CARD SYMPTHY
3480420519,Premium Loyal,3.99,GREETING CARDS: HMK CARD SYMPTHY
3479479923,Premium Loyal,3.99,GREETING CARDS: HMK CARD SYMPTHY
3484051081,Premium Loyal,4.99,GREETING CARDS: HMK CARD SYMPTHY
3421997785,Premium Loyal,4.99,GREETING CARDS: HMK CARD SYMPTHY
3430066933,Potential,4.99,GREETING CARDS: HMK CARD SYMPTHY
3430066933,Potential,4.99,GREETING CARDS: HMK CARD SYMPTHY
4987262359,Valuable,4.95,GREETING CARDS: HMK CARD WEDDING
3429739429,Potential,1.99,GREETING CARDS: HMK CARD WEDDING
3474191097,Valuable,5.95,GREETING CARDS: HMK CARD WEDDING
9469431291,Uncommitted,6.98,GREETING CARDS: HMK CARD WEDDING
3437634633,Premium Loyal,2.99,GREETING CARDS: HMK CARD WEDDING
3442550189,Premium Loyal,2.99,GREETING CARDS: HMK CARD WEDDING
3614421691,Premium Loyal,1,GREETING CARDS: HMK STKR BUNNIES
3662608693,Premium Loyal,2.29,PASTA & PIZZA SAUCE: MIDS PIZZA SAUCE
3380394851,Valuable,4.58,PASTA & PIZZA SAUCE: MIDS PIZZA SAUCE
3556424641,Premium Loyal,3.99,PASTA & PIZZA SAUCE: MZTA PIZZA SAUCE
6138074695,Valuable,3.59,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
3774753923,Uncommitted,3.59,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
3768824631,Potential,3.89,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
3511449695,Valuable,3.39,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
9036429697,Uncommitted,3.39,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
3511449695,Valuable,3.39,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
3522685203,Valuable,3.39,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
3406282157,Premium Loyal,3.39,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
8388079695,Valuable,4.99,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
3438349953,Premium Loyal,3.59,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
3438349953,Premium Loyal,3.59,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
3568152527,Valuable,3.89,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
3568152527,Valuable,3.89,PASTA & PIZZA SAUCE: PRSL BASIL PESTO
3401195983,Uncommitted,2.5,PASTA & PIZZA SAUCE: PRSL VODKA SAUCE
3820535205,Premium Loyal,2.5,PASTA & PIZZA SAUCE: PRSL VODKA SAUCE
5009833121,Uncommitted,2.49,PASTA & PIZZA SAUCE: PRSL VODKA SAUCE
3580600263,Premium Loyal,5,PASTA & PIZZA SAUCE: PRSL VODKA SAUCE
3580600263,Premium Loyal,2.5,PASTA & PIZZA SAUCE: PRSL VODKA SAUCE
3775212007,Uncommitted,3.79,GREETING CARDS: RECYCLED ED CARD
3775212007,Uncommitted,3.79,GREETING CARDS: RECYCLED ED CARD
4857747787,Potential,3.79,GREETING CARDS: RECYCLED ED CARD
3809336807,Valuable,3.79,GREETING CARDS: RECYCLED ED CARD
3774340805,Valuable,3.79,GREETING CARDS: RECYCLED ED CARD
3776493683,Premium Loyal,3.79,GREETING CARDS: RECYCLED ED CARD
3774836075,Valuable,3.79,GREETING CARDS: RECYCLED ED CARD
3774836075,Valuable,3.79,GREETING CARDS: RECYCLED ED CARD
3763726725,Potential,3.79,GREETING CARDS: RECYCLED ED CARD
3770978303,Uncommitted,3.79,GREETING CARDS: RECYCLED ED CARD
3577704703,Potential,3.79,GREETING CARDS: RECYCLED ED CARD
3469927553,Potential,3.79,GREETING CARDS: RECYCLED ED CARD
3469927553,Potential,3.79,GREETING CARDS: RECYCLED ED CARD
3472037537,Premium Loyal,3.79,GREETING CARDS: RECYCLED ED CARD
3472037537,Premium Loyal,3.79,GREETING CARDS: RECYCLED ED CARD
3475409825,Premium Loyal,3.79,GREETING CARDS: RECYCLED ED CARD
3511518359,Uncommitted,3.79,GREETING CARDS: RECYCLED ED CARD
3471383461,Uncommitted,3.79,GREETING CARDS: RECYCLED ED CARD
3468818111,Premium Loyal,3.79,GREETING CARDS: RECYCLED ED CARD
3474140877,Valuable,3.79,GREETING CARDS: RECYCLED ED CARD
3511518359,Uncommitted,3.99,GREETING CARDS: RECYCLED ED CARD
8379499031,Premium Loyal,3.39,GREETING CARDS: AG EVERYDAY CARDS
5003500873,Potential,4.99,GREETING CARDS: AG EVERYDAY CARDS
3488585915,Premium Loyal,4.99,GREETING CARDS: AG EVERYDAY CARDS
3641068605,Valuable,5.69,GREETING CARDS: AG EVERYDAY CARDS
5002941917,Potential,5.69,GREETING CARDS: AG EVERYDAY CARDS
3692487427,Potential,5.69,GREETING CARDS: AG EVERYDAY CARDS
3534836301,Potential,5.99,GREETING CARDS: AG EVERYDAY CARDS
3604180445,Premium Loyal,5.99,GREETING CARDS: AG EVERYDAY CARDS
3467383329,Premium Loyal,6.99,GREETING CARDS: AG MOTHERS DAY CD
3477415325,Potential,7.99,GREETING CARDS: AG MOTHERS DAY CD
3470794787,Premium Loyal,3.49,GREETING CARDS: AM GR EASTER CARD
3473474671,Premium Loyal,2.99,GREETING CARDS: BIRTHDAY CARD-JUV
3575589649,Premium Loyal,2.99,GREETING CARDS: BIRTHDAY CARD-JUV
5002987567,Uncommitted,0.89,GREETING CARDS: CARDS A G  EASTER
5002987567,Uncommitted,0.89,GREETING CARDS: CARDS A G  EASTER
3515541867,Uncommitted,0.99,GREETING CARDS: CARDS A G  EASTER
3473998695,Valuable,0.99,GREETING CARDS: CARDS A G  EASTER
5002987567,Uncommitted,1.78,GREETING CARDS: CARDS A G  EASTER
3470847273,Uncommitted,1.99,GREETING CARDS: CARDS A G  EASTER
3474387305,Premium Loyal,1.99,GREETING CARDS: CARDS A G  EASTER
3470794787,Premium Loyal,1.99,GREETING CARDS: CARDS A G  EASTER
3473998695,Valuable,1.99,GREETING CARDS: CARDS A G  EASTER
3473884241,Potential,1.99,GREETING CARDS: CARDS A G  EASTER
5002987567,Uncommitted,2.42,GREETING CARDS: CARDS A G  EASTER
3646744305,Premium Loyal,2.69,GREETING CARDS: CARDS A G  EASTER
3475794219,Premium Loyal,2.69,GREETING CARDS: CARDS A G  EASTER
3470847273,Uncommitted,2.99,GREETING CARDS: CARDS A G  EASTER
3604180445,Premium Loyal,2.99,GREETING CARDS: CARDS A G  EASTER
3515541867,Uncommitted,2.99,GREETING CARDS: CARDS A G  EASTER
3515541867,Uncommitted,2.99,GREETING CARDS: CARDS A G  EASTER
5002987567,Uncommitted,3.3200000000000003,GREETING CARDS: CARDS A G  EASTER
5002987567,Uncommitted,3.59,GREETING CARDS: CARDS A G  EASTER
3468818111,Premium Loyal,3.69,GREETING CARDS: CARDS A G  EASTER
3705342205,Premium Loyal,3.69,GREETING CARDS: CARDS A G  EASTER
3468818111,Premium Loyal,3.99,GREETING CARDS: CARDS A G  EASTER
3705342205,Premium Loyal,3.99,GREETING CARDS: CARDS A G  EASTER
3468818111,Premium Loyal,4.69,GREETING CARDS: CARDS A G  EASTER
3604180445,Premium Loyal,4.69,GREETING CARDS: CARDS A G  EASTER
3515541867,Uncommitted,4.69,GREETING CARDS: CARDS A G  EASTER
3515541867,Uncommitted,4.69,GREETING CARDS: CARDS A G  EASTER
4999651039,Potential,4.69,GREETING CARDS: CARDS A G  EASTER
3490692871,Valuable,4.99,GREETING CARDS: CARDS A G  EASTER
3471318279,Premium Loyal,4.99,GREETING CARDS: CARDS A G  EASTER
5002987567,Uncommitted,5.38,GREETING CARDS: CARDS A G  EASTER
3475794219,Premium Loyal,5.99,GREETING CARDS: CARDS A G  EASTER
9405277665,Uncommitted,3.99,GREETING CARDS: CARDS A G  FATHER
3470326333,Premium Loyal,4.29,GREETING CARDS: CARDS A G  FATHER
3470326333,Premium Loyal,4.69,GREETING CARDS: CARDS A G  FATHER
3511518359,Uncommitted,4.69,GREETING CARDS: CARDS A G  FATHER
4999167387,Potential,4.69,GREETING CARDS: CARDS A G  FATHER
3470326333,Premium Loyal,5.25,GREETING CARDS: CARDS A G  FATHER
3470326333,Premium Loyal,5.25,GREETING CARDS: CARDS A G  FATHER
3642264821,Uncommitted,2.69,GREETING CARDS: CARDS A G  MOTHER
3471432223,Premium Loyal,2.99,GREETING CARDS: CARDS A G  MOTHER
5003659521,Uncommitted,2.99,GREETING CARDS: CARDS A G  MOTHER
