hshd_id,prod_desc,Mar,Apr,May
3394496827,PRGO RSTD GRLC & HRB SCE,4.38,0,0
3394496827,PRGO TOM BSL GAR ITL SCE,2.19,0,0
3395789953,HMK CARD BABY BLANKS,3.99,0,0
3395789953,HMK CARD BRTHDAY CROWN,2.84,0,0
3395789953,HMK CARD BRTHDAY SHOEBOX,3.3200000000000003,0,0
3395789953,HMK CARD BRTHDAY SOUND,0,0,5.59
3395789953,HMK CARD EASTER,0,1.5,0
3395789953,HMK CARD EASTER ANYONE,0,3.49,0
3395789953,HMK CARD EASTER LOVE,0,3.99,0
3395789953,HMK CARD EASTER SHOEBOX,0,3.49,0
3395789953,HMK CARD SYMPTHY CROWN,2.99,0,0
3396323823,HMK CARD ANNIVER CROWN,0,3.99,0
3396323823,HMK CARD MDAY MOTHER,0,0,7.98
3396323823,KRO HS SPAGH MUSHROOM SCE,0,0.99,1.35
3396323823,KRO MARINARA SAUCE,1.34,0,1.35
3396323823,KRO ROAST RED PEP & GARLC,1.34,0,0
3397231539,BARLLA MUSHRM & GARLC SCE,0,1.99,0
3397231539,PRGO FR MSHRM PASTA SAUCE,0,2.19,0
3397346151,HMK CARD MDAY ANYONE,0,0,10.58
3397346151,HMK CARD MDAY DAUGHTER,0,0,3.29
3401082125,HMK CARD MDAY ANYONE,0,0,6.29
3401195983,CLSC CREAMY ALFREDO SAUCE,0,3.98,0
3401195983,PRSL ARRABBIATA SAUCE,0,0,2.5
3401195983,PRSL VODKA SAUCE,0,0,2.5
3401443685,CLSC FR RST TM GRL PST SC,0,0,2.49
3401443685,CLSC VODKA PASTA SAUCE,0,0,2.49
3401443685,HMK CARD BRTHDAY CLASSIC,0,0,5.99
3401443685,HMK CARD BRTHDAY CROWN,0,5.99,0
3401443685,HMK CARD BRTHDAY VALUE,0,0.99,0
3401443685,HNTS TRAD SPAGHETTI SAUCE,0,0,2
3401443685,RAGU OLD STYL TRAD SAUCE,0,0,1.8900000000000001
3403031447,HMK READY TO GO LG PNK,0,0,5.99
3403031447,PRGO TRADTNAL ITAL SAUCE,4.38,0,4.38
3403641227,HMK CARD MDAY MOTHER,0,0,8.99
3406282157,CLSC 4 CHS ALFRD PSTA SCE,1.99,2.49,2.99
3406282157,CLSC FOUR CHEESE PSTA SCE,0,0,2.49
3406282157,CLSC FR RST TM GRL PST SC,1.99,2.49,2.99
3406282157,CLSC SN DR TOM ALF PST SC,2.79,0,0
3406282157,CLSC VODKA PASTA SAUCE,0,1.99,0
3406282157,HMK CARD EASTER ANYONE,0,3.49,0
3406282157,HMK CARD MDAY ANYONE,0,0,3.29
3406282157,KRO RSTED GARLIC ALFREDO,0,1.69,0
3406282157,PRSL BASIL PESTO,0,0,3.39
3406282157,PRSL ROASTED GARLIC SAUCE,2.79,0,0
3411332823,HMK CARD ADMIN,0,3.49,0
3411332823,HMK CARD MDAY ANYONE,0,0,4.59
3411332823,HMK CARD MDAY MOTHER,0,0,7.99
3414180599,HMK CARD THANKS 99 CENT,0.99,0,0
3417188401,HMK CARD CARE VALUE CARDS,0,0,0.99
3417188401,HMK CARD EASTER,0,3,0
3417188401,HMK CARD EASTER ANYONE,0,0.99,0
3417188401,HMK CARD EASTER FRIEND,0,0.99,0
3417188401,HMK CRD MULTIPK ETR CHICK,0,5.99,0
3417476981,HMK BAG MED BLUE TONAL,0,0,2.99
3417476981,HMK CARD BRTHDAY SHOEBOX,0,0,6.98
3417476981,HMK CARD GRAD,0,0,2.29
3417476981,HMK CARD SYMPTHY BLANKS,0,0,2.99
3417476981,HMK GIFT ENCL GLITTER,0,0,1.29
3417476981,HMK TISSUE 8SHT STREAMERS,0,0,1.99
3418113661,HMK CARD BRTHDAY CROWN,0,5.68,0
3418766883,VITA COCO XVRGN CCNT OIL,0,8.99,0
3419417133,HMK CARD EVRYDAY CROWN,0,0,3.59
3419417133,HMK CARD GRAD ANYONE,0,0,5.99
3419779301,CLSC LT CRMY ALFRD PST SC,0,0,2.98
3419779301,PRGO HMSTYL ALFRDO SAUCE,0,0,4.38
3419779301,RAGU CLSC ALFRDO CHSY SCE,0,3.7800000000000002,0
3421682301,HMK CARD BRTHDAY,0,0,6.99
3421682301,HMK CARD BRTHDAY CROWN,0,0,2.99
3421682301,HMK CARD MDAY,0,0,8.99
3421997785,BRTL MUSHRM ALFREDO SAUCE,5.98,0,0
3421997785,CLSC 4 CHS ALFRD PSTA SCE,1.99,0,0
3421997785,CLSC CREAMY ALFREDO SAUCE,1.99,0,0
3421997785,HMK CARD MDAY AUNT,0,0,9.98
3421997785,HMK CARD MDAY MOTHER,0,0,4.99
3421997785,HMK CARD SYMPTHY,0,0,4.99
3421997785,HMK CARD SYMPTHY HALLMARK,0,0,4.59
3421997785,HMK TRIM GIFT HPY BDAY ON,0,0,1.99
3421997785,JAMES P BANNER 6FT FL HBD,0,0,1.99
3421997785,KRO CS GP W/MSHRM PSTA SC,0,0,2.59
3421997785,LAROSA PASTA SAUCE,0,0,5.58
3421997785,NWMN OWN MARINARA SAUCE,2.99,0,0
3421997785,PRSL BASIL PESTO ALFD SCE,0,0,5
3421997785,RAGU CLSC ALFRDO CHSY SCE,9.45,0,0
3421997785,RAGU CREAMY MOZZRLA SAUCE,1.8900000000000001,0,0
3421997785,UNIQ PAPER SHOT CUPS,1.99,0,0
3424037419,HMK CARD BRTHDAY CLASSIC,6.99,0,0
3424037419,HMK CARD EASTER ANYONE,0,0.99,0
3424037419,HMK CARD WEDDING CROWN,1.99,0,0
3424037419,HNTS ITL GRLC & HRB SAUCE,0,0.9500000000000001,0.9500000000000001
3424037419,HNTS TRAD SPAGHETTI SAUCE,0,0.9500000000000001,0.9500000000000001
3424037419,STO CANOLA COOKNG SPRY,0,0,3.49
3424443503,CLSC FAM FAV TRADNL SAUCE,0,0,2.49
3425575129,AIELLO ITALN SPGHTI SAUCE,2.99,0,0
3425575129,PRGO FR MSHRM PASTA SAUCE,2.19,0,0
3427319969,KRO CS SPAGH GP&MSHRM SCE,1.49,0,0
3427953195,HMK CARD BRTHDAY CROWN,4.99,0,0
3428088557,KRO ALFREDO SAUCE,1.69,0,0
3428088557,PRSL BASIL PESTO ALFD SCE,2.99,0,0
3428294283,HNTS FOUR CHS PASTA SAUCE,0,0,1
3428294283,KRO 6 CHEESE PASTA SAUCE,0,0,1.49
3429177569,CLSC BASL PSTO SCE & SPRD,0,0,3.59
3429380215,HMK CARD EVRYDAY CROWN,0,0,6.99
3429380215,HMK CARD GRAD ANYONE,0,0,3.99
3429566679,HNTS ITL GRLC & HRB SAUCE,0,0,1.9500000000000002
3429566679,HNTS TRAD SPAGHETTI SAUCE,3.95,0,1
3429640181,HNTS FOUR CHS PASTA SAUCE,0,1,1
3429640181,HNTS MEAT FLV PASTA SAUCE,0,1,1
3429640181,RAGU CLSC ALFRDO CHSY SCE,1.8900000000000001,1.8900000000000001,0
3429649405,HMK CARD BRTHDAY CROWN,5.22,0,0
3429649405,HMK CARD BRTHDAY SHOEBOX,4.99,0,0
3429649405,HMK CARD MDAY ANYONE,0,0,6.29
3429649405,HMK CARD MDAY MOTHER,0,0,6.29
3429649405,HMK COUNTER CARD PRSNAL,0,0,2.69
3429739429,HMK CARD BRTHDAY VALUE,0,0,0.99
3429739429,HMK CARD EVRYDAY SHOEBOX,0,0,3.49
3429739429,HMK CARD WEDDING,0,0,1.99
3430018627,PRGO CHKY GDN CMB ITL SCE,0,2,0
3430018627,PRGO FLVRD W/MEAT ITL SCE,3.59,2,0
3430018627,RAGU CHNKY GARDEN COMBO,0,3.29,0
3430066933,HMK CARD BRTHDAY CLASSIC,5.99,0,0
3430066933,HMK CARD BRTHDAY CROWN,3.59,0,0
3430066933,HMK CARD GRAD,0,0,2.59
3430066933,HMK CARD GRAD ANYONE,0,0,11.280000000000001
3430066933,HMK CARD SYMPTHY,0,0,9.98
3430066933,HMK CARD THANKS CROWN,0,0,6.99
3430066933,HMK CONFETTI RED METALLIC,0,1.79,0
3430066933,RAGU SAUTEED ON&GRLC SCE,1.8900000000000001,0,0
3430370853,KRO HS SPAGH TOM BASIL SC,0,0,0.9500000000000001
3430370853,KRO MARINARA SAUCE,0,0,1.5
3430370853,NWMN OWN MARINARA SAUCE,0,0,2.99
3430378685,HMK CARD EVRYDAY CROWN,0,0,2.99
3430378685,HNTS MEAT FLV PASTA SAUCE,0,0,1
3430378685,HNTS TRAD SPAGHETTI SAUCE,0,0,1
3430412559,HMK BAG MED HOT PINK,2.99,0,0
3430412559,HMK BAG MED SOLID,0,3.98,0
3430412559,HMK CARD GRAD,0,0,3.29
3430412559,HMK CARD THANKS CROWN,0,0,6.99
3430412559,HMK CURL CASCADE CITY OF,1.79,0,0
3430412559,NWMN OWN BMBOLINA PST SCE,0,2.5,0
3431007993,KRO HS SPAGHETTI BEEF SCE,1.49,0,0
3431817195,HMK CARD BRTHDAY VALUE,0,6,0
3431850257,RAGU CHKY GRDN CMBO SCE,3.7800000000000002,0,1.8
3432273911,HMK CARD EASTER ANYONE,0,5.98,0
3432273911,HNTS FOUR CHS PASTA SAUCE,2,0,0
3432273911,PSST TRADTNL PASTA SAUCE,0,0,0.49
3432273911,RAGU CCRTN GRLC PRMSN SCE,0,1.8900000000000001,0
3432571215,HMK CARD BRTHDAY CROWN,0,0,3.99
3432849469,CLSC FAM FAV TRADNL SAUCE,0,2.99,0
3433439475,HMK CARD BRTHDAY SHOEBOX,3.49,0,0
3433439475,NWMN OWN ALFRDO PASTA SCE,0,0,5.98
3433439475,RAGU CHKY GRDN CMBO SCE,1.8900000000000001,0,0
3433439475,RAGU SAUTEED ON&GRLC SCE,0.89,0,0
3433477163,HMK CARD BRTHDAY CROWN,0,4.59,0
3433767183,PRGO TRADTNAL ITAL SAUCE,0,2,0
3433866309,HMK CARD BABY CROWN,0,0,2.99
3433866309,HMK CARD BRTHDAY HALLMARK,0,0,2.99
3433866309,HMK CARD CONGRAT HALLMARK,0,0,4.99
3433866309,HMK CARD GETWELL HALLMARK,0,0,4.59
3433866309,HMK CARD GRAD ANYONE,0,0,3.59
3433866309,HMK CARD RETIRE HALLMARK,0,0,4.99
3433914063,PRGO FR MSHRM PASTA SAUCE,0,3.59,0
3433920427,HMK CARD BRTHDAY 99 CENT,2,0,0
3433920427,HMK CARD BRTHDAY SHOEBOX,0,0,3.49
3433920427,HMK CARD FRIEND SHOEBOX,0,0,3.49
3433920427,HMK CARD MDAY ANYONE,0,0,5.29
3433920427,HMK CRD MULTIPK BD MISC,0,0,4.99
3434003063,HMK CARD MDAY MOTHER,0,0,5.99
3434167727,HMK CARD MDAY GRANDMOTHER,0,0,4.99
3434307289,PSST 4 CHSE PASTA SAUCE,0,0.89,0
3434307289,PSST TRADTNL PASTA SAUCE,0,0.89,1.78
3434307289,RAGU CCRTN GRLC PRMSN SCE,0,0,1.5
3434307289,RAGU CLSC ALFRDO CHSY SCE,0,0,1.5
3434358263,BRTL FIVE CHS PASTA SAUCE,0,0,5.98
3434652269,HMK CARD MDAY WIFE,0,0,5.03
3434652269,HMK NOTE SILVER SCROLL,5.99,0,0
3434764505,HMK CARD BRTHDAY 99 CENT,0.9400000000000001,0,0
3434764505,HMK CARD BRTHDAY HALLMARK,0,5.29,0
3435051461,HNTS ITL GRLC & HRB SAUCE,0,0,2
3435205595,DWO BRTL RISERVA MARINARA,3.99,0,0
3435339119,KRO CHNKY MUSHRM/ONION PS,0,0,1.19
3435490921,HMK CARD BRTHDAY VALUE,0,0,2.99
3435490921,HMK CARD COMMUN,0,3.99,0
3435523879,PRGO ITL SG & GRLC MT SCE,2.19,0,0
3435688113,HMK CARD MDAY ANYONE,0,0,4.99
3435688113,HMK CARD MDAY GRANDMOTHER,0,0,2.99
3436295525,HMK CARD MDAY MOTHER,0,0,5.99
3436321189,HMK CARD MDAY,0,0,12.98
3436321189,HMK CARD MDAY MOTHER,0,0,6.99
3436338845,HMK CARD BRTHDAY,0,3.99,0
3436338845,HMK CARD BRTHDAY VALUE,0,2,0
3436562409,HMK CARD MDAY ANYONE,0,0,2.99
3436853781,UNIQ BDAY CONFTT BEV NAPS,1.99,0,0
3437151593,HMK CARD BRTHDAY CROWN,3.59,0,0
3437151593,PRSL ALFREDO SAUCE,3.19,0,0
3437361433,HMK CARD BRTHDAY 99 CENT,0.99,0,0
3437430297,HMK CARD MDAY MOTHER,0,0,6.99
3437430297,HMK CARD MDAY WIFE,0,0,7.99
3437430297,PRSL MARINARA SAUCE,0,4.59,0
3437430297,SPCT UNREFNED COCONUT OIL,20.97,0,0
3437634633,HMK CARD WEDDING,0,2.99,0
3437807023,PRGO TRADTNAL ITAL SAUCE,0,0,3.99
3437809983,RAGU CHKY GRDN CMBO SCE,3.7800000000000002,0,0
3437894111,HMK CARD MDAY ANYONE,0,0,9.58
3437894111,HMK CARD MDAY MOTHER,0,0,6.29
3437894111,KRO HS SPAGH MUSHROOM SCE,0,0,1.5
3437894111,KRO TRAD SPAGHETTI SAUCE,0,0,1.5
3438041071,HMK CARD ANNIVER VALUE,0,0,0.99
3438041071,KRO 6 CHEESE PASTA SAUCE,0,0,1.19
3438041071,KRO PARMESAN PASTA SAUCE,0,0,1.19
3438349953,BARLLA BASIL PESTO SAUCE,0,2.49,0
3438349953,BRTL TOMATO & BASIL SAUCE,0,0,2.99
3438349953,HMK CARD BRTHDAY CROWN,0,0,2.99
3438349953,HMK CARD BRTHDAY SHOEBOX,0,3.49,6.98
3438349953,HMK CARD EVRYDAY BLANKS,0,0,3.99
3438349953,PRSL BASIL PESTO,7.18,0,0
3438349953,RAGU CHKY MSHRM & GRN PPR,3.7800000000000002,0,0
3438349953,RAGU CHKY TM GR ON PST SC,0,3.29,0
3438349953,RAGU SPR CHNKY MSHRM SCE,3.7800000000000002,3.7800000000000002,6.9
3438688407,HMK BAG MED BLACK SOLID,1.99,0,0
3438688407,HMK CARD BRTHDAY CROWN,0,0,3.99
3438688407,HMK CARD MDAY ANYONE,0,0,9.99
3439192107,LAROSA PASTA SAUCE,5.58,0,0
3439229263,BRTL GARLIC ALFREDO SAUCE,2.99,0,2.99
3439469707,HMK CARD BRTHDAY CROWN,0,0,5.59
3439469707,HNTS TRAD SPAGHETTI SAUCE,1,0,0
3439550073,BRTL OLIVE OIL & GRLC SCE,2.99,0,0
3439550073,STO CANOLA COOKNG SPRY,3.49,0,0
3440436817,HMK CARD BRTHDAY AMP EX,0,0,4.99
3440436817,HMK CARD BRTHDAY CROWN,3.99,0,0
3440436817,HMK CARD BRTHDAY SHOEBOX,0,0,3.49
3440436817,HMK CARD EVRYDAY CROWN,0,3.99,4.59
3440436817,HMK CARD EVRYDAY SHOEBOX,0,0,3.49
3440436817,KRO CHNKY MUSHRM/ONION PS,0,1.5,0
3440436817,KRO CS SPAGH GP&MSHRM SCE,0,1.5,0
3440670341,RAGU OLD STYL MT PSTA SCE,0,0,2
3440922073,HMK CARD ANNIVER,0,3.99,0
3440922073,HMK CARD BRTHDAY CROWN,4.59,0,2.99
3440955951,PRGO CHKY GDN TOM ON GRLC,4.38,0,0
3440973323,HMK CARD BRTHDAY CROWN,0,0,5.59
3440973323,HMK CARD FDAY,0,0,9.58
3440973323,HMK CARD FDAY FATHER,0,0,7.99
3440973323,HMK CARD FDAY SON,0,0,3.99
3441085337,PRGO THREE CHS ITAL SAUCE,0,0,2.19
3441085337,RAGU CHKY TM GR ON PST SC,0,0,3.7800000000000002
3441145887,HMK CARD GRAD ANYONE,0,0,11.17
3441145887,HMK STKR GRAD CHALKBO,0,0,2
3441310017,CARDS RPG EVERYDAY,0,0,3.79
3441310017,HMK CARD BRTHDAY CROWN,6.99,0,0
3441310017,HMK CARD BRTHDAY HALLMARK,4.99,0,0
3441310017,PRGO FM RSTD GRLC PSTA SC,0,1.99,0
3441310017,PRGO LT SMRT TRAD ITL SCE,0,4.38,4.38
3441310017,STO RFND COCONUT OIL,4.89,0,0
3441440797,CLSC TMTO & BASL PSTA SCE,0,1.49,0
3442414125,KRO CHNKY MUSHRM/ONION PS,2.59,0,0
3442414125,KRO CS SPAGH GP&MSHRM SCE,1.49,0,0
3442414125,KRO MARINARA SAUCE,1.49,0,0
3442414125,KRO RSTED GARLIC ALFREDO,1.69,0,0
3442550189,HMK CARD GRAD ANYONE,0,0,3.29
3442550189,HMK CARD MDAY ANYONE,0,0,4.74
3442550189,HMK CARD SYMPTHY CROWN,0,0,3.29
3442550189,HMK CARD WEDDING,0,0,2.99
3442564141,HMK CARD BRTHDAY,0,2,0
3442564141,HMK CARD EASTER ANYONE,0,0.99,0
3442564141,HMK RIB RED CRIMPED,1.29,0,0
3442564141,HMK RIB WHITE CRIMPED,1.29,0,0
3442564141,KRO 6 CHEESE PASTA SAUCE,0,1.5,0
3442564141,KRO CS SPAGH GP&MSHRM SCE,0,3,0
3442564141,KRO HS SPAGH TOM BASIL SC,0,1.5,0
3442564141,KRO PARMESAN PASTA SAUCE,0,1.1,0
3442564141,LAROSA STD ONS GRLC SAUCE,0,2.49,0
3442564141,PRGO ITL SG & GRLC MT SCE,0,2,0
3442779059,PRGO HMSTYL ALFRDO SAUCE,3.99,0,3.99
3442779059,PRGO TRADTNAL ITAL SAUCE,4.38,0,0
3442980613,HMK CARD BRTHDAY CROWN,0,0,4.49
3443795517,HMK CARD BRTHDAY CROWN,0,0,7.680000000000001
3447476363,HMK CARD MDAY MOTHER,0,0,4.29
3447476363,KRO HS SPAGH MUSHROOM SCE,1.5,0,0
3447476363,KRO ROAST RED PEP & GARLC,0,0,1.19
3447476363,RAGU CCRTN GRLC PRMSN SCE,0,1.3900000000000001,5
3447476363,RAGU CLSC ALFRDO CHSY SCE,0,2.7800000000000002,0
3447558795,HMK CARD EASTER ANYONE,0,3.99,0
3448500765,HMK CARD BRTHDAY CROWN,0,10.77,0
3448500765,HMK CARD MDAY MOTHER,0,2.99,0
3448500765,HMK CARD SYMPTHY CROWN,0,0,7.98
3448763071,HMK CARD ANNIVER CROWN,0,3.99,0
3448763071,KRO HS SPAGH TOM BASIL SC,0,0,2.38
3448763071,KRO MARINARA SAUCE,0,2.7800000000000002,0
3448763071,KRO TRAD SPAGHETTI SAUCE,0,0,1.19
3449332667,CLSC SPCY RD PPR PSTA SCE,8.950000000000001,0,0
3449553895,CLSC CREAMY ALFREDO SAUCE,1.99,0,0
3449553895,HMK CARD BRTHDAY,2,0,0
3449553895,HMK CARD BRTHDAY 99 CENT,0.99,0,0
3449553895,HMK CARD BRTHDAY VALUE,0,0,2
3449553895,HMK CARD MDAY MOTHER,0,0,6.99
3449553895,HMK CARD ST PAT ANYONE,0.99,0,0
3449852679,PTRLLI GRLC BSIL MARN SCE,0,0,6.390000000000001
3449852679,SNW BMBE RED CLAM SAUCE,0,2.39,0
3452109585,HNTS TRAD SPAGHETTI SAUCE,0,0,1.78
3454167223,AG EVERYDAY CARD,0,0,4.24
3454167223,CARDS A G  EVERYDAY,0,0,5.09
3454167223,CARDS NEUTRAL EVERYDAY,0,0,6.79
3454167223,KRO RSTED GARLIC ALFREDO,1.43,0,0
3454167223,RECYCLED PAPER CARD,0,0,2.62
3454177121,HMK CARD BRTHDAY CLASSIC,0,11.98,0
3454177121,HMK CARD BRTHDAY CROWN,2.99,4.99,0
3454177121,PRGO TRADTNAL ITAL SAUCE,0,2,0
3455182903,PRGO FLVRD W/MEAT ITL SCE,4.38,7.18,4.99
3456330503,HNTS ITL GRLC & HRB SAUCE,0,0,0.89
3456359433,RAGU OLD STYL TRAD SAUCE,0,0,3
3461885735,PRGO CHKY GDN TOM ON GRLC,2.19,0,0
3462379413,KRO 4 CHEESE ALFREDO,1.69,0,0
3462681361,CLSC TRAD SWT BSL PST SCE,1.79,0,0
3462697503,KRO HS SPAGH TOM BASIL SC,3,0,0
3462732023,CARDS A G  MOTHER,0,0,4.99
3462732023,CARDS PAPYRUS EVERYDAY,0,0,6.95
3462732023,PRGO FR MSHRM PASTA SAUCE,5.98,0,0
3462732023,PRGO RSTD GRLC & HRB SCE,2.99,0,0
3463655477,BOWS NEUTRAL EVERYDAY,0,0,1.99
3463655477,CARDS NEUTRAL EVERYDAY,0,0,3.99
3463655477,ROLL WRAP NEUTRAL EVERYDA,0,0,4.99
3463732307,CARDS A G  EVERYDAY,0,4.69,0
3463732307,GIFT BAGS NEUTRAL EVERYDA,0,5.49,0
3464350135,CARDS A G  EVERYDAY,7.68,0,0
3464350135,CARDS A G  MOTHER,0,0,22.97
3464350135,CARDS NEUTRAL EVERYDAY,11.98,0,0
3465014455,CARDS NEUTRAL EVERYDAY,0,0,0.99
3465014455,GIFT BAGS NEUTRAL EVERYDA,0,1.8900000000000001,0
3465014455,TISSUE BAG FILLER NEUTRAL,0,2.99,0
3465198889,CARDS NEUTRAL EVERYDAY,0.99,0,0
3465201455,CARDS A G  EVERYDAY,0,5.69,0
3465201455,RIBBON NEUTRAL EVERYDAY,0,1.49,0
3465201455,ROLL WRAP NEUTRAL EVERYDA,0,3.99,0
3465209031,AG ED INV CARD,0,0,8.99
3465209031,BOWS NEUTRAL EVERYDAY,0,1.99,0
3465209031,CARDS NEUTRAL EVERYDAY,0,0,6.48
3465209031,GIFT ENCLOSURES TAGS NEUT,0,0.99,0
3465209031,TISSUE BAG FILLER NEUTRAL,0,2.69,0
3465266813,HMK CARD BRTHDAY CROWN,0,3.99,0
3465266813,HMK CARD BRTHDAY SHOEBOX,6.98,0,0
3465266813,HMK CARD BRTHDAY SUNRISE,0,0,2.95
3465266813,HMK CARD BRTHDAY VALUE,0,2,0
3465266813,HMK CARD GETWELL VALUE,0,0.99,0
3465266813,HNTS ITL GRLC & HRB SAUCE,0,1,0
3465266813,HNTS TRAD SPAGHETTI SAUCE,2,2,2
3465266813,RAGU CHKY MSHRM & GRN PPR,0,0,1.8900000000000001
3465563913,AM GREETINGS ED CARD,0,0,5.69
3465638429,CARDS A G  MOTHER,0,0,7.99
3465662841,STO RFND COCONUT OIL,5.19,0,0
3465669053,CARDS A G  EVERYDAY,0,0,4.69
3465971371,AG MOM DAY CARD,0,0,5.99
3465971371,AM GR EVERYDAY CARD,0,4.69,0
3465971371,CARDS A G  EVERYDAY,9.68,0,0
3465971371,CARDS RPG EVERYDAY,3.49,0,0
3465971371,PRGO CHKY GDN TOM ON GRLC,0,1.99,7.96
3465971499,CARDS A G  MOTHER,0,0,7.99
3465971499,RAGU OLD STYL TRAD SAUCE,1.79,0,0
3465971499,SYMPATHY CARD-RELIG,0,0,3.99
3465971499,TABLECOVER SOLID PLASTIC,0,0,4.19
3466175837,CARDS A G  EVERYDAY,2.69,0,0
3466175837,CARDS A G  MOTHER,0,0,5.69
3466175837,CARDS NEUTRAL EVERYDAY,5.98,0,0
3466175837,CARDS NEUTRAL MOTHER,0,0,2.99
3466307133,CARDS NEUTRAL EVERYDAY,0,0.99,0
3466406283,CARDS A G  MOTHER,0,0,5.69
3467383329,AG MOTHERS DAY CD,0,0,6.99
3467383329,AM GR ED CARD,0,0,4.99
3467383329,CARDS A G  EVERYDAY,6.99,8.98,5.69
3467383329,CARDS A G  GRADUATE,0,0,2.99
3467386691,CARDS A G  EVERYDAY,6.68,0,0
3467386691,GIFT BAGS NEUTRAL EVERYDA,3.69,0,0
3467386691,RAGU OLD STYL TRAD SAUCE,0,0,1.5
3467412463,NWMN OWN ITL SSG PPR SCE,0,0,2.89
3467412463,NWMN OWN MARINARA SAUCE,0,0,2.89
3467431255,CELLOS NEUTRAL EVERYDAY,0,5.99,0
3467455537,AG EVERYDAY CARD,3.98,0,0
3467455537,BALLOONS,0,2.79,0
3467455537,CARDS A G  EVERYDAY,4.99,0,4.99
3467455537,CARDS NEUTRAL EVERYDAY,5.98,0,0
3467455537,SPCT GRAPESEED OIL SPRAY,0,0,7.29
3467455537,SPCT REFINED CANOLA OIL,0,12.39,0
3467715283,CARDS A G  EVERYDAY,0,0,2.99
3467715283,RAGU CHKY TM GR ON PST SC,0,3,4.5
3467724123,AG  MOTHERS DAY,0,0,8.99
3467724123,NWMN OWN ITL SSG PPR SCE,0,0,2.89
3467724123,NWMN OWN SCKARONI PST SCE,2.89,0,0
3467767349,HNTS TRAD SPAGHETTI SAUCE,0,0,1
3467767349,PSNA CLASSIC PIZZA SAUCE,0,0,4.99
3467767349,PSNA WHITE PIZZA SAUCE,0,0,4.99
3467767349,RAGU CCRTN GRLC PRMSN SCE,0,1.5,0
3467767349,RAGU HMSTYL TRADNL SAUCE,0,2.16,0
3467978109,BRTL TOMATO & BASIL SAUCE,11.96,0,0
